,PERSON_ID,FIRST_NAME,LAST_NAME,DISPLAY_FIRST_LAST,DISPLAY_LAST_COMMA_FIRST,DISPLAY_FI_LAST,PLAYER_SLUG,BIRTHDATE,SCHOOL,COUNTRY,LAST_AFFILIATION,HEIGHT,WEIGHT,SEASON_EXP,JERSEY,POSITION,ROSTERSTATUS,GAMES_PLAYED_CURRENT_SEASON_FLAG,TEAM_ID,TEAM_NAME,TEAM_ABBREVIATION,TEAM_CODE,TEAM_CITY,PLAYERCODE,FROM_YEAR,TO_YEAR,DLEAGUE_FLAG,NBA_FLAG,GAMES_PLAYED_FLAG,DRAFT_YEAR,DRAFT_ROUND,DRAFT_NUMBER,GREATEST_75_FLAG
0,202357,Nemanja,Bjelica,Nemanja Bjelica,"Bjelica, Nemanja",N. Bjelica,nemanja-bjelica,1988-05-09T00:00:00,                                   ,Serbia,Fenerbahce/Serbia,6-9,234,8,8,Forward,Inactive,N,1610612744,Warriors,GSW,warriors,Golden State,nemanja_bjelica,2015,2021,N,Y,Y,2010,2,35,N
0,1626157,Karl-Anthony,Towns,Karl-Anthony Towns,"Towns, Karl-Anthony",K. Towns,karl-anthony-towns,1995-11-15T00:00:00,Kentucky,USA,Kentucky/USA,7-0,248,8,32,Center-Forward,Active,Y,1610612750,Timberwolves,MIN,timberwolves,Minnesota,karl-anthony_towns,2015,2023,N,Y,Y,2015,1,1,N
0,2419,Tayshaun,Prince,Tayshaun Prince,"Prince, Tayshaun",T. Prince,tayshaun-prince,1980-02-28T00:00:00,Kentucky,USA,Kentucky/USA,6-9,212,15,12,Forward,Inactive,N,1610612765,Pistons,DET,pistons,Detroit,tayshaun_prince,2002,2015,N,Y,Y,2002,1,23,N
0,204014,Damjan,Rudez,Damjan Rudez,"Rudez, Damjan",D. Rudez,damjan-rudez,1986-06-17T00:00:00,Zaragoza,Croatia,Zaragoza/Croatia,6-10,228,4,3,Forward,Inactive,N,1610612754,Pacers,IND,pacers,Indiana,damjan_rudez,2014,2016,N,Y,Y,Undrafted,Undrafted,Undrafted,N
0,202962,Greg,Smith,Greg Smith,"Smith, Greg",G. Smith,greg-smith,1991-01-08T00:00:00,Fresno State,USA,Fresno State/USA,6-10,250,6,4,Center,Inactive,N,1610612745,Rockets,HOU,rockets,Houston,greg_smith,2011,2015,Y,Y,Y,Undrafted,Undrafted,Undrafted,N
0,1626145,Tyus,Jones,Tyus Jones,"Jones, Tyus",T. Jones,tyus-jones,1996-05-10T00:00:00,Duke,USA,Duke/USA,6-2,196,8,5,Guard,Active,Y,1610612764,Wizards,WAS,wizards,Washington,tyus_jones,2015,2023,Y,Y,Y,2015,1,24,N
0,202332,Cole,Aldrich,Cole Aldrich,"Aldrich, Cole",C. Aldrich,cole-aldrich,1988-10-31T00:00:00,Kansas,USA,Kansas/USA,6-11,253,9,45,Center,Inactive,N,1610612752,Knicks,NYK,knicks,New York,cole_aldrich,2010,2017,Y,Y,Y,2010,1,11,N
0,201941,Jordan,Hill,Jordan Hill,"Hill, Jordan",J. Hill,jordan-hill,1987-07-27T00:00:00,Arizona,USA,Arizona/USA,6-10,240,9,27,Forward-Center,Inactive,N,1610612747,Lakers,LAL,lakers,Los Angeles,jordan_hill,2009,2016,N,Y,Y,2009,1,8,N
0,201956,Omri,Casspi,Omri Casspi,"Casspi, Omri",O. Casspi,omri-casspi,1988-06-22T00:00:00,Maccabi Tel Aviv,Israel,Maccabi Tel Aviv/Israel,6-9,225,10,,Forward,Inactive,N,0,,,,,omri_casspi,2009,2018,N,Y,Y,2009,1,23,N
0,201575,Brandon,Rush,Brandon Rush,"Rush, Brandon",B. Rush,brandon-rush,1985-07-07T00:00:00,Kansas,USA,Kansas/USA,6-6,225,10,4,Guard-Forward,Inactive,N,1610612754,Pacers,IND,pacers,Indiana,brandon_rush,2008,2016,N,Y,Y,2008,1,13,N
0,1627739,Kris,Dunn,Kris Dunn,"Dunn, Kris",K. Dunn,kris-dunn,1994-03-18T00:00:00,Providence,USA,Providence/USA,6-3,205,7,11,Guard,Active,Y,1610612762,Jazz,UTA,jazz,Utah,kris_dunn,2016,2023,Y,Y,Y,2016,1,5,N
0,201959,Taj,Gibson,Taj Gibson,"Gibson, Taj",T. Gibson,taj-gibson,1985-06-24T00:00:00,Southern California,USA,Southern California/USA,6-9,232,14,67,Forward,Active,N,1610612764,Wizards,WAS,wizards,Washington,taj_gibson,2009,2023,N,Y,Y,2009,1,26,N
0,201166,Aaron,Brooks,Aaron Brooks,"Brooks, Aaron",A. Brooks,aaron-brooks,1985-01-14T00:00:00,Oregon,USA,Oregon/USA,6-0,161,11,30,Guard,Inactive,N,1610612745,Rockets,HOU,rockets,Houston,aaron_brooks,2007,2017,Y,Y,Y,2007,1,26,N
0,201565,Derrick,Rose,Derrick Rose,"Rose, Derrick",D. Rose,derrick-rose,1988-10-04T00:00:00,Memphis,USA,Memphis/USA,6-3,200,14,4,Guard,Active,Y,1610612763,Grizzlies,MEM,grizzlies,Memphis,derrick_rose,2008,2023,N,Y,Y,2008,1,1,N
0,1628383,Justin,Patton,Justin Patton,"Patton, Justin",J. Patton,justin-patton,1997-06-14T00:00:00,Creighton,USA,Creighton/USA,6-11,241,4,,Center,Inactive,N,0,,,,,justin_patton,2017,2020,Y,Y,Y,2017,1,16,N
0,202710,Jimmy,Butler,Jimmy Butler,"Butler, Jimmy",J. Butler,jimmy-butler,1989-09-14T00:00:00,Marquette,USA,Marquette/USA,6-7,230,12,22,Forward,Active,N,1610612748,Heat,MIA,heat,Miami,jimmy_butler,2011,2023,N,Y,Y,2011,1,30,N
0,1627875,Marcus,Georges-Hunt,Marcus Georges-Hunt,"Georges-Hunt, Marcus",M. Georges-Hunt,marcus-georges-hunt,1994-03-28T00:00:00,Georgia Tech,USA,Georgia Tech/USA,6-5,226,3,13,Guard,Inactive,N,1610612750,Timberwolves,MIN,timberwolves,Minnesota,marcus_georges-hunt,2016,2017,Y,Y,Y,Undrafted,Undrafted,Undrafted,N
0,2037,Jamal,Crawford,Jamal Crawford,"Crawford, Jamal",J. Crawford,jamal-crawford,1980-03-20T00:00:00,Michigan,USA,Michigan/USA,6-5,200,21,1,Guard,Inactive,N,1610612746,Clippers,LAC,clippers,LA,jamal_crawford,2000,2019,N,Y,Y,2000,1,8,N
0,1628518,Amile,Jefferson,Amile Jefferson,"Jefferson, Amile",A. Jefferson,amile-jefferson,1993-05-07T00:00:00,Duke,USA,Duke/USA,6-9,222,3,,Forward,Inactive,N,0,,,,,amile_jefferson,2017,2019,Y,Y,Y,2017,,,N
0,1626148,Anthony,Brown,Anthony Brown,"Brown, Anthony",A. Brown,anthony-brown,1992-10-10T00:00:00,Stanford,USA,Stanford/USA,6-7,224,4,3,Forward-Guard,Inactive,N,1610612747,Lakers,LAL,lakers,Los Angeles,anthony_brown,2015,2017,Y,Y,Y,2015,2,34,N
0,201952,Jeff,Teague,Jeff Teague,"Teague, Jeff",J. Teague,jeff-teague,1988-06-10T00:00:00,Wake Forest,USA,Wake Forest/USA,6-3,195,13,5,Guard,Inactive,N,1610612737,Hawks,ATL,hawks,Atlanta,jeff_teague,2009,2020,N,Y,Y,2009,1,19,N
0,1628249,Mitchell,Creek,Mitchell Creek,"Creek, Mitchell",M. Creek,mitchell-creek,1992-04-27T00:00:00,,Australia,Gottingen/Australia,6-6,225,2,55,Forward-Guard,Inactive,N,1610612751,Nets,BKN,nets,Brooklyn,mitchell_creek,2018,2018,Y,Y,Y,Undrafted,Undrafted,Undrafted,N
0,203967,Dario,Saric,Dario Saric,"Saric, Dario",D. Saric,dario-saric,1994-04-08T00:00:00,Anadolu Efes,Croatia,Anadolu Efes/Croatia,6-10,225,6,20,Forward-Center,Active,Y,1610612744,Warriors,GSW,warriors,Golden State,dario_saric,2016,2023,N,Y,Y,2014,1,12,N
0,203496,Robert,Covington,Robert Covington,"Covington, Robert",R. Covington,robert-covington,1990-12-14T00:00:00,Tennessee State,USA,Tennessee State/USA,6-7,209,10,23,Forward,Active,Y,1610612746,Clippers,LAC,clippers,LA,robert_covington,2013,2023,Y,Y,Y,Undrafted,Undrafted,Undrafted,N
0,1628966,Keita,Bates-Diop,Keita Bates-Diop,"Bates-Diop, Keita",K. Bates-Diop,keita-bates-diop,1996-01-23T00:00:00,Ohio State,USA,Ohio State/USA,6-8,229,5,21,Forward,Active,Y,1610612756,Suns,PHX,suns,Phoenix,keita_bates-diop,2018,2023,Y,Y,Y,2018,2,48,N
0,1629006,Josh,Okogie,Josh Okogie,"Okogie, Josh",J. Okogie,josh-okogie,1998-09-01T00:00:00,Georgia Tech,Nigeria,Georgia Tech/Nigeria,6-4,213,5,2,Guard,Active,Y,1610612756,Suns,PHX,suns,Phoenix,josh_okogie,2018,2023,N,Y,Y,2018,1,20,N
0,1629244,Cam,Reynolds,Cam Reynolds,"Reynolds, Cam",C. Reynolds,cam-reynolds,1995-02-07T00:00:00,Tulane,USA,Tulane/USA,6-7,225,2,,Forward,Inactive,N,0,,,,,cameron_reynolds,2018,2020,Y,Y,Y,Undrafted,Undrafted,Undrafted,N
0,203710,C.J.,Williams,C.J. Williams,"Williams, C.J.",C. Williams,cj-williams,1990-02-06T00:00:00,North Carolina State,USA,North Carolina State/USA,6-5,226,3,12,Guard,Inactive,N,1610612746,Clippers,LAC,clippers,LA,c.j._williams,2017,2018,Y,Y,Y,2012,0,0,N
0,2736,Luol,Deng,Luol Deng,"Deng, Luol",L. Deng,luol-deng,1985-04-16T00:00:00,Duke,United Kingdom,Duke/United Kingdom,6-9,237,16,9,Forward,Inactive,N,1610612741,Bulls,CHI,bulls,Chicago,luol_deng,2004,2018,N,Y,Y,2004,1,7,N
0,201573,Jerryd,Bayless,Jerryd Bayless,"Bayless, Jerryd",J. Bayless,jerryd-bayless,1988-08-20T00:00:00,Arizona,USA,Arizona/USA,6-3,200,12,8,Guard,Inactive,N,1610612749,Bucks,MIL,bucks,Milwaukee,jerryd_bayless,2008,2018,N,Y,Y,2008,1,11,N
0,1629123,Jared,Terrell,Jared Terrell,"Terrell, Jared",J. Terrell,jared-terrell,1995-02-10T00:00:00,Rhode Island,USA,Rhode Island/USA,6-3,227,2,3,Guard,Inactive,N,1610612750,Timberwolves,MIN,timberwolves,Minnesota,jared_terrell,2018,2018,Y,Y,Y,Undrafted,Undrafted,Undrafted,N
0,1627823,Juancho,Hernangomez,Juancho Hernangomez,"Hernangomez, Juancho",J. Hernangomez,juancho-hernangomez,1995-09-28T00:00:00,                                   ,Spain,Estudiantes/Spain,6-9,214,7,,Forward,Inactive,N,0,,,,,juan_hernangomez,2016,2022,Y,Y,Y,2016,1,15,N
0,1629103,Kelan,Martin,Kelan Martin,"Martin, Kelan",K. Martin,kelan-martin,1995-08-03T00:00:00,Butler,USA,Butler/USA,6-5,230,4,,Forward,Inactive,N,0,,,,,kelan_martin,2019,2021,Y,Y,Y,Undrafted,Undrafted,Undrafted,N
0,1629633,Jarrett,Culver,Jarrett Culver,"Culver, Jarrett",J. Culver,jarrett-culver,1999-02-20T00:00:00,Texas Tech,USA,Texas Tech/USA,6-6,195,4,,Guard-Forward,Inactive,N,0,,,,,jarrett_culver,2019,2022,Y,Y,Y,2019,1,6,N
0,201949,James,Johnson,James Johnson,"Johnson, James",J. Johnson,james-johnson,1987-02-20T00:00:00,Wake Forest,USA,Wake Forest/USA,6-7,240,15,16,Forward,Inactive,N,1610612754,Pacers,IND,pacers,Indiana,james_johnson,2009,2022,Y,Y,Y,2009,1,16,N
0,1629016,Omari,Spellman,Omari Spellman,"Spellman, Omari",O. Spellman,omari-spellman,1997-07-21T00:00:00,Villanova,USA,Villanova/USA,6-8,245,3,14,Forward,Inactive,N,1610612744,Warriors,GSW,warriors,Golden State,omari_spellman,2018,2019,Y,Y,Y,2018,1,30,N
0,1628980,Jacob,Evans,Jacob Evans,"Evans, Jacob",J. Evans,jacob-evans,1997-06-18T00:00:00,Cincinnati,USA,Cincinnati/USA,6-4,210,3,12,Guard-Forward,Inactive,N,1610612744,Warriors,GSW,warriors,Golden State,jacob_evans,2018,2019,Y,Y,Y,2018,1,28,N
0,1629675,Naz,Reid,Naz Reid,"Reid, Naz",N. Reid,naz-reid,1999-08-26T00:00:00,Louisiana State,USA,Louisiana State/USA,6-9,264,4,11,Center-Forward,Active,Y,1610612750,Timberwolves,MIN,timberwolves,Minnesota,naz_reid,2019,2023,Y,Y,Y,Undrafted,Undrafted,Undrafted,N
0,1627774,Jake,Layman,Jake Layman,"Layman, Jake",J. Layman,jake-layman,1994-03-07T00:00:00,Maryland,USA,Maryland/USA,6-8,209,7,10,Forward,Inactive,N,1610612750,Timberwolves,MIN,timberwolves,Minnesota,jake_layman,2016,2021,Y,Y,Y,2016,2,47,N
0,1629162,Jordan,McLaughlin,Jordan McLaughlin,"McLaughlin, Jordan",J. McLaughlin,jordan-mclaughlin,1996-04-09T00:00:00,Southern California,USA,Southern California/USA,6-0,185,4,6,Guard,Active,Y,1610612750,Timberwolves,MIN,timberwolves,Minnesota,jordan_mclaughlin,2019,2023,Y,Y,Y,Undrafted,Undrafted,Undrafted,N
0,1627736,Malik,Beasley,Malik Beasley,"Beasley, Malik",M. Beasley,malik-beasley,1996-11-26T00:00:00,Florida State,USA,Florida State/USA,6-4,187,7,5,Guard,Active,Y,1610612749,Bucks,MIL,bucks,Milwaukee,malik_beasley,2016,2023,Y,Y,Y,2016,1,19,N
0,1629669,Jaylen,Nowell,Jaylen Nowell,"Nowell, Jaylen",J. Nowell,jaylen-nowell,1999-07-09T00:00:00,Washington,USA,Washington/USA,6-4,201,4,4,Guard,Active,Y,1610612758,Kings,SAC,kings,Sacramento,jaylen_nowell,2019,2023,Y,Y,Y,2019,2,43,N
0,1629020,Jarred,Vanderbilt,Jarred Vanderbilt,"Vanderbilt, Jarred",J. Vanderbilt,jarred-vanderbilt,1999-04-03T00:00:00,Kentucky,USA,Kentucky/USA,6-8,214,5,2,Forward,Active,Y,1610612747,Lakers,LAL,lakers,Los Angeles,jarred_vanderbilt,2018,2023,Y,Y,Y,2018,2,41,N
0,202323,Evan,Turner,Evan Turner,"Turner, Evan",E. Turner,evan-turner,1988-10-27T00:00:00,Ohio State,USA,Ohio State/USA,6-6,220,11,1,Guard-Forward,Inactive,N,1610612755,76ers,PHI,sixers,Philadelphia,evan_turner,2010,2019,N,Y,Y,2010,1,2,N
0,1626156,D'Angelo,Russell,D'Angelo Russell,"Russell, D'Angelo",D. Russell,dangelo-russell,1996-02-23T00:00:00,Ohio State,USA,Ohio State/USA,6-4,193,8,1,Guard,Active,Y,1610612747,Lakers,LAL,lakers,Los Angeles,d'angelo_russell,2015,2023,N,Y,Y,2015,1,2,N
0,202334,Ed,Davis,Ed Davis,"Davis, Ed",E. Davis,ed-davis,1989-06-05T00:00:00,North Carolina,USA,North Carolina/USA,6-9,218,13,21,Center-Forward,Inactive,N,1610612739,Cavaliers,CLE,cavaliers,Cleveland,ed_davis,2010,2021,Y,Y,Y,2010,1,13,N
0,1630183,Jaden,McDaniels,Jaden McDaniels,"McDaniels, Jaden",J. McDaniels,jaden-mcdaniels,2000-09-29T00:00:00,Washington,USA,Washington/USA,6-9,185,3,3,Forward,Active,Y,1610612750,Timberwolves,MIN,timberwolves,Minnesota,jaden_mcdaniels,2020,2023,N,Y,Y,2020,1,28,N
0,1630162,Anthony,Edwards,Anthony Edwards,"Edwards, Anthony",A. Edwards,anthony-edwards,2001-08-05T00:00:00,Georgia,USA,Georgia/USA,6-4,225,3,1,Guard,Active,Y,1610612750,Timberwolves,MIN,timberwolves,Minnesota,anthony_edwards,2020,2023,N,Y,Y,2020,1,1,N
0,1630593,McKinley,Wright IV,McKinley Wright IV,"Wright IV, McKinley",M. Wright IV,mckinley-wright-iv,1998-10-25T00:00:00,Colorado,USA,Colorado/USA,5-11,192,3,23,Guard,Inactive,N,1610612742,Mavericks,DAL,mavericks,Dallas,mckinley_wright_iv,2021,2022,Y,Y,Y,Undrafted,Undrafted,Undrafted,N
0,201976,Patrick,Beverley,Patrick Beverley,"Beverley, Patrick",P. Beverley,patrick-beverley,1988-07-12T00:00:00,Arkansas,USA,Arkansas/USA,6-2,180,11,22,Guard,Active,Y,1610612755,76ers,PHI,sixers,Philadelphia,patrick_beverley,2012,2023,Y,Y,Y,2009,2,42,N
0,202328,Greg,Monroe,Greg Monroe,"Monroe, Greg",G. Monroe,greg-monroe,1990-06-04T00:00:00,Georgetown,USA,Georgetown/USA,6-10,250,11,15,Forward-Center,Inactive,N,1610612750,Timberwolves,MIN,timberwolves,Minnesota,greg_monroe,2010,2021,Y,Y,Y,2010,1,7,N
0,1630233,Nathan,Knight,Nathan Knight,"Knight, Nathan",N. Knight,nathan-knight,1997-09-20T00:00:00,William & Mary,USA,William & Mary/USA,6-8,253,3,13,Forward-Center,Active,Y,1610612752,Knicks,NYK,knicks,New York,nathan_knight,2020,2023,Y,Y,Y,Undrafted,Undrafted,Undrafted,N
0,1627752,Taurean,Prince,Taurean Prince,"Prince, Taurean",T. Prince,taurean-prince,1994-03-22T00:00:00,Baylor,USA,Baylor/USA,6-6,218,7,12,Forward,Active,Y,1610612747,Lakers,LAL,lakers,Los Angeles,taurean_prince,2016,2023,Y,Y,Y,2016,1,12,N
0,1630195,Leandro,Bolmaro,Leandro Bolmaro,"Bolmaro, Leandro",L. Bolmaro,leandro-bolmaro,2000-09-11T00:00:00,,Argentina,FC Barcelona/Argentina,6-6,200,2,,Forward,Inactive,N,0,,,,,leandro_bolmaro,2021,2022,Y,Y,Y,2020,1,23,N
0,1630568,Luka,Garza,Luka Garza,"Garza, Luka",L. Garza,luka-garza,1998-12-27T00:00:00,Iowa,USA,Iowa/USA,6-10,243,2,55,Center,Active,Y,1610612750,Timberwolves,MIN,timberwolves,Minnesota,luka_garza,2021,2023,Y,Y,Y,2021,2,52,N
0,1630346,Matt,Ryan,Matt Ryan,"Ryan, Matt",M. Ryan,matt-ryan,1997-04-17T00:00:00,Tennessee-Chattanooga,USA,Tennessee-Chattanooga/USA,6-6,215,2,37,Forward,Active,Y,1610612750,Timberwolves,MIN,timberwolves,Minnesota,matt_ryan,2021,2023,Y,Y,Y,Undrafted,Undrafted,Undrafted,N
0,203497,Rudy,Gobert,Rudy Gobert,"Gobert, Rudy",R. Gobert,rudy-gobert,1992-06-26T00:00:00,Cholet,France,Cholet/France,7-1,258,10,27,Center,Active,Y,1610612750,Timberwolves,MIN,timberwolves,Minnesota,rudy_gobert,2013,2023,Y,Y,Y,2013,1,27,N
0,203085,Austin,Rivers,Austin Rivers,"Rivers, Austin",A. Rivers,austin-rivers,1992-08-01T00:00:00,Duke,USA,Duke/USA,6-4,200,12,25,Guard,Inactive,N,1610612750,Timberwolves,MIN,timberwolves,Minnesota,austin_rivers,2012,2022,N,Y,Y,2012,1,10,N
0,201144,Mike,Conley,Mike Conley,"Conley, Mike",M. Conley,mike-conley,1987-10-11T00:00:00,Ohio State,USA,Ohio State/USA,6-1,175,16,10,Guard,Active,Y,1610612750,Timberwolves,MIN,timberwolves,Minnesota,mike_conley,2007,2023,N,Y,Y,2007,1,4,N
0,1629638,Nickeil,Alexander-Walker,Nickeil Alexander-Walker,"Alexander-Walker, Nickeil",N. Alexander-Walker,nickeil-alexander-walker,1998-09-02T00:00:00,Virginia Tech,Canada,Virginia Tech/Canada,6-5,205,4,9,Guard,Active,Y,1610612750,Timberwolves,MIN,timberwolves,Minnesota,nickeil_alexander-walker,2019,2023,Y,Y,Y,2019,1,17,N
0,1631169,Josh,Minott,Josh Minott,"Minott, Josh",J. Minott,josh-minott,2002-11-25T00:00:00,Memphis,USA,Memphis/USA,6-8,205,1,8,Forward,Active,Y,1610612750,Timberwolves,MIN,timberwolves,Minnesota,josh_minott,2022,2023,Y,Y,Y,2022,2,45,N
0,1631111,Wendell,Moore Jr.,Wendell Moore Jr.,"Moore Jr., Wendell",W. Moore Jr.,wendell-moore-jr,2001-09-18T00:00:00,Duke,USA,Duke/USA,6-5,215,1,7,Guard,Active,Y,1610612750,Timberwolves,MIN,timberwolves,Minnesota,wendell_moore,2022,2023,Y,Y,Y,2022,1,26,N
0,203937,Kyle,Anderson,Kyle Anderson,"Anderson, Kyle",K. Anderson,kyle-anderson,1993-09-20T00:00:00,UCLA,USA,UCLA/USA,6-9,230,9,5,Forward-Guard,Active,Y,1610612750,Timberwolves,MIN,timberwolves,Minnesota,kyle_anderson,2014,2023,Y,Y,Y,2014,1,30,N
0,203937,Kyle,Anderson,Kyle Anderson,"Anderson, Kyle",K. Anderson,kyle-anderson,1993-09-20T00:00:00,UCLA,USA,UCLA/USA,6-9,230,9,5,Forward-Guard,Active,Y,1610612750,Timberwolves,MIN,timberwolves,Minnesota,kyle_anderson,2014,2023,Y,Y,Y,2014,1,30,N
